id,name,city,reg,name
5097-148306,Boulder Station Hotel and Casino-Lo,Las Vegas,US,Tara Hemmen
14618-126424,24th & 7th,New York,US,Tara Hemmen
7248-839,The Sands (Oceanside),Oceanside,US,Tara Hemmen
24960-237084,Elliott Rd & Hwy 99 - Newberg,Newberg,US,Tara Hemmen
74324-79121,Safeway-Salem #1935,Salem,US,Tara Hemmen
9572-96062,Carlisle Crossing,Carlisle,US,Tara Hemmen
6356-20640,S. Lamar & Collier,Austin,US,Tara Hemmen
79474-99582,Farm Fresh - Grafton #404,Grafton,US,Tara Hemmen
1717-141584,Chodov OC,Praha,CZ,Lily Pruitt
12395-84602,Highbury Corner,London,GB,Lily Pruitt
12218-33459,Glasgow - Exchange Place,Glasgow,GB,Lily Pruitt
12745-109630,Cardiff - Dunleavy Drive Thru,Cardiff,GB,Lily Pruitt
26730-245246,HUN_SBUX_Budapest_Hilton_ILS,Budapest,HU,Lily Pruitt
25543-241384,Starbucks Oktogon,Budapest,HU,Lily Pruitt
31308-107112,LaLaport TOYOSU South Port 2F,Koto-ku,JP,Lily Pruitt
47946-260564,Sibu Pedada,Sibu,MY,Lily Pruitt
49375-268164,Ideo Mobi Charan-Interchange,Bangkok,TH,Lily Pruitt
16714-174765,Starbucks,Adana,TR,Lily Pruitt
74914-101169,Safeway - Tanque Verde #1988,Tucson,US,Lily Pruitt
76431-93183,Target San Jose T-1984,San Jose,US,Lily Pruitt
10348-5384,Bayfair Center - San Leandro,San Leandro,US,Lily Pruitt
74702-97967,Vons-Studio City #1674,Studio City,US,Lily Pruitt
9476-96101,Burbank-79th & Harlem,Burbank,US,Lily Pruitt
73788-113224,"Kroger - Frankfort, KY #397",Frankfort,US,Lily Pruitt
7906-86021,Wheaton Plaza,Wheaton,US,Lily Pruitt
2326-2072,302 Nichols Road-Country Club Plaza,Kansas City,US,Lily Pruitt
48624-237152,Rutgers University-The Yard,New Brunswick,US,Lily Pruitt
74926-73901,Vons - Henderson #2615,Henderson,US,Lily Pruitt
7698-59480,57th & Seventh,New York,US,Lily Pruitt
19373-201168,Ingles Landrum # 205,Landrum,US,Lily Pruitt
4723-103830,Boundary Plaza-Kingsway & Boundary,Vancouver,CA,Megan Warren
74687-94468,Safeway-Winnipeg #725,Winnipeg,CA,Megan Warren
29775-255320,Plaza de San Miguel,Madrid,ES,Megan Warren
12247-41621,Birmingham - Colmore Row,Birmingham,GB,Megan Warren
19582-193104,Milton Keynes- Place RP Drive Thru,Milton Keynes,GB,Megan Warren
21547-178305,Kitasato University Hospital,Sagamihara,JP,Megan Warren
72658-64920,Super Target Mobile ST-1376,Mobile,US,Megan Warren
20139-197084,Hasley Canyon & Commerce Center,Castaic,US,Megan Warren
76900-129846,Target Birdcage Citrus Heights T-11,Citrus Heights,US,Megan Warren
76303-90544,Target Fontana North T-1958,Fontana,US,Megan Warren
16981-173324,College & North River.,Oceanside,US,Megan Warren
74342-82181,Safeway-Windsor,Windsor,US,Megan Warren
23270-228345,Wilmington Nemours Building,Wilmington,US,Megan Warren
10501-100696,Dunn Ave & Hart,Jacksonville,US,Megan Warren
11715-104770,52 Curtiss Pkwy,Miami Springs,US,Megan Warren
16950-171425,Petro Travel Center-Food Court,Salina,US,Megan Warren
76277-95576,Target Wichita T-1943,Wichita,US,Megan Warren
10511-101337,Waite Park - 2nd St S & Waite Park,Waite Park,US,Megan Warren
9789-96997,North Hills Center,Raleigh,US,Megan Warren
27338-238540,The Plaza at Farmingdale Train,Farmingdale,US,Megan Warren
9077-145446,Target Flushing T-2451,Flushing,US,Megan Warren
20679-207324,87th & Third,New York,US,Megan Warren
14219-116045,Houston & W. Broadway,New York,US,Megan Warren
5094-147311,Target Moore T-2727,Moore,US,Megan Warren
18402-178385,360 & Broad,Mansfield,US,Megan Warren
14716-128404,San Pedro & Cypress,San Antonio,US,Megan Warren
76861-116464,Target - Richmond NW T-1049,Glen Allen,US,Megan Warren
4065-140744,Sherbrooke & Claremont,Montreal,CA,Federico Biron
30669-159284,Main Taunus Zentrum,Sulzbach,DE,Federico Biron
9154-152274,WB Oxford Main Café,Oxford,GB,Federico Biron
27322-247292,Patrick's Street,Cork City,IE,Federico Biron
30186-26867,Meieki Chikagai Sun Road,Nagoya,JP,Federico Biron
26254-225985,AMU PLAZA OITA,Oita,JP,Federico Biron
26868-244576,Oita Omichi Bypass,Oita,JP,Federico Biron
15242-159106,Open Plaza Piura 2,Piura,PE,Federico Biron
15159-155284,Galerias,San Salvador,SV,Federico Biron
9592-97504,"Verdugo & Camino Ruiz, Camarillo",Camarillo,US,Federico Biron
16347-123205,Jackson & The 10,Indio,US,Federico Biron
26137-242689,LAX T6 Evenings and Reserve,Los Angeles,US,Federico Biron
6856-82370,"Carson & Normandie, Torrance",Torrance,US,Federico Biron
25880-242727,"Takoma DC, Carroll St",Washington,US,Federico Biron
28599-249843,Teavana - The Gardens,PALM BEACH GARDENS,US,Federico Biron
16156-167725,PWM-International Terminal - Airsid,Portland,US,Federico Biron
16032-156750,Target Moorhead T-658.,Moorhead,US,Federico Biron
21141-207105,"Renaissance Ridgeland, MS",Ridgeland,US,Federico Biron
20213-204164,"Sayreville, NJ",South Amboy,US,Federico Biron
29714-254945,Robb and Sharlands - Reno,Reno,US,Federico Biron
13771-107301,1819 Mt. Rushmore Rd,Rapid City,US,Federico Biron
14349-113650,Hwy 1626 & I 35,Kyle,US,Federico Biron
10577-98192,The Shops at LaCantera,San Antonio,US,Federico Biron
21313-209044,"Tooele, UT",Tooele,US,Federico Biron
15700-162804,100 Bayshore Drive,Ottawa,CA,Hattie Armon
4371-256584,Sherway Gardens Indigo,Toronto,CA,Hattie Armon
32060-105168,Reina Sofia,Madrid,ES,Hattie Armon
22809-222384,Village Edinburgh,Edinburgh,GB,Hattie Armon
30323-64262,Okachimachi Kasuga-dori,Taito-ku,JP,Hattie Armon
28014-249484,Expo Guadalajara,Guadalajara,MX,Hattie Armon
49068-266905,Lequn Dazhi,Taipei City,TW,Hattie Armon
76114-79325,Super Target Miramar ST-1512,Miramar,US,Hattie Armon
18191-179886,"Fred Meyer-Eagle, ID #685",Meridian,US,Hattie Armon
9563-95917,Barataria Blvd & Lapalco Blvd,Marrero,US,Hattie Armon
7643-16555,Columbia Mall,Columbia,US,Hattie Armon
2873-91720,23 Mile Rd & M-53,Utica,US,Hattie Armon
13654-107163,Douglas & Tudor,Lees Summit,US,Hattie Armon
48069-251745,JP Morgan New York Plaza - 14th FL,New York,US,Hattie Armon
7857-240996,Huguenot Village Shopping Center,Richmond,US,Hattie Armon
74933-102399,Save-on-Foods - Fort McMurray,Fort McMurray,CA,Daniel Montalbo
4677-101293,Trans Can Hwy & 13th Ave SE,Medicine Hat,CA,Daniel Montalbo
4669-100547,1690 Huron Church Rd,Windsor,CA,Daniel Montalbo
30770-101701,Superama Santa Fe,Mexico City,MX,Daniel Montalbo
17835-185524,Portal Churbusco,Mexico City,MX,Daniel Montalbo
33284-98767,Marquinton,Marikina City,PH,Daniel Montalbo
21738-214604,Anchor Point,Singapore,SG,Daniel Montalbo
17331-172467,9th & Flower,Los Angeles,US,Daniel Montalbo
76882-100073,Target Columbia HeightsT-2259,Washington,US,Daniel Montalbo
3508-142204,Safeway - Kihei #1500,Kihei,US,Daniel Montalbo
289-1426,10 S. Riverside Plaza,Chicago,US,Daniel Montalbo
29840-255325,Harris Teeter Easton # 380,Easton,US,Daniel Montalbo
76281-95746,Target Flowood T-1920,Flowood,US,Daniel Montalbo
70059-105309,JFK T7 Pre Security Ticketing,Jamaica,US,Daniel Montalbo
25715-242266,Huffmeister & White Oak,Houston,US,Daniel Montalbo
78085-106749,Lackland AFB - Main BX,san antonio,US,Daniel Montalbo
72899-95393,Farm Fresh-Virginia Beach #197,Virginia Beach,US,Daniel Montalbo
9679-97693,132 E Holly-Bellingham,Bellingham,US,Daniel Montalbo
9486-95006,W. 27th Ave & Hwy 395,Kennewick,US,Daniel Montalbo
9409-95040,Stanwood Town Center,Stanwood,US,Daniel Montalbo
79670-104111,Safeway - Tacoma #1594,Tacoma,US,Daniel Montalbo
2655-64679,Monona & Broadway,Monona,US,Daniel Montalbo
23771-231944,SP Market,Sao Paulo,BR,Charles Pratt
74831-99495,Safeway - Calgary #2117,Calgary,CA,Charles Pratt
32754-140812,San Marcos,Cuautitlan Izcalli,MX,Charles Pratt
15051-157221,Ampang Point,Ampang,MY,Charles Pratt
33911-22084,The Weld,Kuala Lumpur,MY,Charles Pratt
8744-94658,"Broadway Bl & Kolb Rd, Tucson",Tucson,US,Charles Pratt
19803-200205,MacArthur & Bison,Newport Beach,US,Charles Pratt
20440-204464,Zanker & Villagio,San Jose,US,Charles Pratt
2884-92820,Bristol & MacArthur,Santa Ana,US,Charles Pratt
20685-200251,I-5 & Benjamin Holt,Stockton,US,Charles Pratt
74341-82292,Safeway - Loveland #914,Loveland,US,Charles Pratt
804-1790,Westport,Westport,US,Charles Pratt
8310-1745,Lenox Kiosk,Atlanta,US,Charles Pratt
27892-248045,63rd & Halsted,Chicago,US,Charles Pratt
79367-75701,Giant-Clarksville #348,Clarksville,US,Charles Pratt
28467-250057,Teavana - Battlefield Mall,Springfield,US,Charles Pratt
19543-159188,Harris Teeter-Charlotte #412,Charlotte,US,Charles Pratt
8845-91062,Breezewood,Breezewood,US,Charles Pratt
10083-99628,Wilkes-Barre Marketplace,Wilkes-Barre,US,Charles Pratt
23357-213927,Market at Oakland,Mount Pleasant,US,Charles Pratt
74328-82309,Safeway-Olympia #1952,Olympia,US,Charles Pratt
177-239,Clearbrook Town Square,Clearbrook,CA,Rosie Sumrall
4916-124147,"17310 Leslie St, Bldg A, Unit A",Newmarket,CA,Rosie Sumrall
29456-253884,Plaza Felix Sainz,Malanga,ES,Rosie Sumrall
30712-99808,Padre Damian,Madrid,ES,Rosie Sumrall
28698-250897,Leeds - Albion Street,Leeds,GB,Rosie Sumrall
8190-151586,Ross on Wye - Ledbury Rd DT,Ross on Wye,GB,Rosie Sumrall
1841-139924,GINZA FIVE,Chuo-ku,JP,Rosie Sumrall
17783-182485,Okinawa Makabi,Naha,JP,Rosie Sumrall
16784-175825,Hospital Angeles Pedregal I,Mexico City,MX,Rosie Sumrall
7171-132284,Parkway Parade - Relocation,Singapore,SG,Rosie Sumrall
32668-137246,M Theatre-New Petchburi Road,Huay Kwang,TH,Rosie Sumrall
17848-181484,Wilshire & Normandie,Los Angeles,US,Rosie Sumrall
6531-39920,Vineyard & Walnut,Ontario,US,Rosie Sumrall
13240-106100,NW 136th Ave & I-595,Sunrise,US,Rosie Sumrall
76379-97062,Target Bowie T-1004,Bowie,US,Rosie Sumrall
47585-259004,Albertsons - Henderson #3205,Henderson,US,Rosie Sumrall
839-2033,81st & Broadway,New York,US,Rosie Sumrall
78062-115644,Ross Tower,Dallas,US,Rosie Sumrall
7703-46279,Plaza America,Reston,US,Rosie Sumrall
18871-182704,Secure Access SCH Forest,Seattle,US,Rosie Sumrall
79530-102414,Safeway - Regina #399,Regina,CA,Alice Mcconnel
1194-124550,Europa Galerie,Saarbruecken,DE,Alice Mcconnel
40411-86525,Pelai,Barcelona,ES,Alice Mcconnel
12969-154207,Living World,Jakarta,ID,Alice Mcconnel
49833-271405,Ochanomizu Saint Clair,Chiyoda-ku,JP,Alice Mcconnel
15360-156685,Namba CITY,Osaka,JP,Alice Mcconnel
23463-230284,Safeway - Alameda 3281,Alameda,US,Alice Mcconnel
5243-516,Bascom Square,San Jose,US,Alice Mcconnel
19903-196186,Safeway - San Jose #2900,San Jose,US,Alice Mcconnel
5782-18036,"1990 Cliff Drive, Santa Barbara",Santa Barbara,US,Alice Mcconnel
10349-98256,Lake & Enterprise,West Sacramento,US,Alice Mcconnel
11996-105613,US 90 & Mall Entrance Rd,Lake City,US,Alice Mcconnel
73842-121705,"Food Pyramid - Bartlesville, OK",Bartlesville,US,Alice Mcconnel
72664-64982,Super Target Edmond ST-1398,Edmond,US,Alice Mcconnel
13329-106767,The Marketplace at Steamtown,Scranton,US,Alice Mcconnel
75832-99834,IAD -  West Bag Claim,Sterling,US,Alice Mcconnel
4587-96728,Suncor main floor,Calgary,CA,Melvin Marc
40950-104073,City Palais,DUISBURG,DE,Melvin Marc
15871-165988,ORLY Ouest,Orly,FR,Melvin Marc
12421-88320,Paddington Central - Sheldon Square,London,GB,Melvin Marc
26203-243985,Ashleaf,Dublin,IE,Melvin Marc
30151-26829,Kashiwa Takashimaya Station Mall,Kashiwa,JP,Melvin Marc
17079-176624,Tokai University Hospital,Isehara,JP,Melvin Marc
30067-12696,Osaka (ITAMI) Airport,Toyonaka,JP,Melvin Marc
38121-93099,Herradura,Huixquilucan,MX,Melvin Marc
18711-194484,Tuk Com Udon,Muang,TH,Melvin Marc
19395-201884,Starbucks,Istanbul,TR,Melvin Marc
14629-128224,Sunset & Crescent Heights,Los Angeles,US,Melvin Marc
5639-1923,Willow & Hamilton - Menlo Park,Menlo Park,US,Melvin Marc
8799-95014,"Whittier & Passons, Pico Rivera",Pico Rivera,US,Melvin Marc
11167-95963,Alvarado & Dyer,Union City,US,Melvin Marc
20115-185804,Sheridan & US 1,Hollywood,US,Melvin Marc
76185-90359,Target Elgin T-834,Elgin,US,Melvin Marc
10377-100417,"Hingham, Rte. 53",Hingham,US,Melvin Marc
23849-108423,Ferris State University,Big Rapids,US,Melvin Marc
14185-112429,Paterson-Hamburg Tpke - Wayne,Wayne,US,Melvin Marc
7420-1902,29th & 5th,New York,US,Melvin Marc
21212-209985,Blue Ash - Reed Hartman Hwy,Blue Ash,US,Melvin Marc
28435-249745,Teavana - Dallas Galleria,Dallas,US,Melvin Marc
74663-82423,Randalls-Hurst #2609,Hurst,US,Melvin Marc
397-222,Midway Crossing,Kent,US,Melvin Marc
3414-88083,Rose Hill - Kirkland,Kirkland,US,Melvin Marc
341-90,Key Bank Plaza,Tacoma,US,Melvin Marc
76388-97001,Target Oshkosh T-807,Oshkosh,US,Melvin Marc
47609-253286,Mall of Africa,Midrand,ZA,Melvin Marc
3886-141408,"Abu Dhabi University, Men's",Abu Dhabi,AE,Alfredo Turner
195-954,Westgate Cntr/Mpl Rdg,Maple Ridge,CA,Alfredo Turner
23662-229330,Wandsworth Cineworld,Wandsworth,GB,Alfredo Turner
38145-96722,Chapalita Guadalajara,Guadalajara,MX,Alfredo Turner
31847-114974,Malecon 1,Puerto Vallarta,MX,Alfredo Turner
33947-94257,Giant Kelana Jaya,Petaling Jaya,MY,Alfredo Turner
31331-201664,515 Shaw - Mandaluyong,Mandaluyong City,PH,Alfredo Turner
6988-85342,La Palma & Dale,Buena Park,US,Alfredo Turner
74581-83081,Vons-Inglewood #2502,Inglewood,US,Alfredo Turner
28279-249624,Ralph's San Marcos #683,San Marcos,US,Alfredo Turner
853-1791,LaSalle,West Hartford,US,Alfredo Turner
2538-33483,86th & Ditch,Indianapolis,US,Alfredo Turner
72714-39122,Spartan - Rockford #1572,Rockford,US,Alfredo Turner
23753-154129,Macy's-Rosedale #233,Roseville,US,Alfredo Turner
26170-105488,Harris Teeter - Charlotte #166,Charlotte,US,Alfredo Turner
29150-252744,S. Horner Blvd & Rosser Rd.,Sanford,US,Alfredo Turner
76410-95692,Target Omaha T-2010,Omaha,US,Alfredo Turner
858-2049,Upper Montclair,Upper Montclair,US,Alfredo Turner
25815-233547,Aliante Casino and Hotel - Main Flo,North Las Vegas,US,Alfredo Turner
9960-98404,"South Greece, Long Pond & Ridgeway",Greece,US,Alfredo Turner
21639-208889,Price Chopper Malta # 184,Malta,US,Alfredo Turner
7426-141352,47th & 5th,New York,US,Alfredo Turner
29398-253346,Woodrow Shopping Plaza,Staten Island,US,Alfredo Turner
445-534,Downtown Bend,Bend,US,Alfredo Turner
5076-148145,Safeway - Seattle #1993,Seattle,US,Alfredo Turner
6177-149892,Avenida La Plata,Buenos Aires,AR,April Jin
4559-95425,Market Mall East,Calgary,CA,April Jin
3067-137671,Boundary Rd & Canada Way,Burnaby,CA,April Jin
4471-87100,BC Childrens Hospital,Vancouver,CA,April Jin
32350-117553,Shopping Arena,St. Gallen,CH,April Jin
15433-161464,Cityscape,Cairo,EG,April Jin
30088-15593,Shibuya 3-chome,Shibuya-ku,JP,April Jin
22542-222084,Plaza Rio San Joaquin,Mexico,MX,April Jin
15422-161324,Desa Sri Hartamas,Kuala Lumpur,MY,April Jin
47808-251024,Compass One,Singapore,SG,April Jin
21539-212144,Xizhi Datong,New Taipei City,TW,April Jin
22018-214825,Frys Store #674,Surprise,US,April Jin
79526-103367,Vons - El Cajon #3044,El Cajon,US,April Jin
74339-67062,Safeway-Fremont #1931,Fremont,US,April Jin
5841-27067,Harbor & Chapman,Fullerton,US,April Jin
5997-50759,"Friars & Riverdale, San Diego",San Diego,US,April Jin
11392-105407,Edison Mall - First Level,Fort Myers,US,April Jin
70006-120032,MIA South Term. J7 (Retail),Miami,US,April Jin
8227-994,7708 North Kendall Drive,Miami,US,April Jin
20830-207104,10620 Parallel Prkwy-KCK Speedway,Kansas City,US,April Jin
2212-639,Mariemont/The Strand,Cincinnati,US,April Jin
497-12791,Sherwood,Sherwood,US,April Jin
17750-179384,North Huntington,Irwin,US,April Jin
24853-239184,FM1463 & Westpark,Fulshear,US,April Jin
10056-97452,Main & Dallas,Houston,US,April Jin
76526-97495,Target Glen Allen T-1019,Glen Allen,US,April Jin
320-266,Haggens - Bellingham,Bellingham,US,April Jin
29443-253504,"11108 Yonge Street, Richmond Hill",Richmond Hill,CA,Brian Norris
12083-11315,Bluewater - Guild Hall - Upper,Greenhithie,GB,Brian Norris
32743-140304,Village Leeds Capitol Blvd,Leeds,GB,Brian Norris
8094-150707,Denpasar Imperial Palace,Bali,ID,Brian Norris
19763-200468,Trondheim Lufthavn Værnes,Stjørdal,NO,Brian Norris
21864-215551,Coffee Square,Wrocław,PL,Brian Norris
23482-230645,Starbucks El Paseo,San Salvador,SV,Brian Norris
25648-241732,Starbucks,Izmir,TR,Brian Norris
32376-134865,THSR Qing Pu Taoyuan Station -Exit1,Zhongli City,TW,Brian Norris
47725-259566,THSR Nangang Station,Taipei City,TW,Brian Norris
11434-105423,"32nd St. & Thomas, Phoenix",Phoenix,US,Brian Norris
74585-83082,Vons-Palmdale #3017,Palmdale,US,Brian Norris
28267-244647,Kroger Indianapolis # 995,Indianapolis,US,Brian Norris
7450-2905,"Beverly, Enon St.",Beverly,US,Brian Norris
7312-958,Bowie,Bowie,US,Brian Norris
11879-106352,"Oak Park, 10 Mile & Greenfield",Oak Park,US,Brian Norris
11761-106174,"Morehead City, NC",Morehead City,US,Brian Norris
470-1963,Park & Clay,Portland,US,Brian Norris
48691-243986,Fondren Library,Dallas,US,Brian Norris
353-235,Puyallup,Puyallup,US,Brian Norris
74832-99496,Safeway - Calgary #2211,Calgary,CA,Mary Eiselein
14945-154366,Stansted Airport DT,London,GB,Mary Eiselein
30314-66741,Ikebukuro Sunshine City alpa,Toshima-ku,JP,Mary Eiselein
30999-104912,Kansai Int'l Airport 4F North Gate,Tajiri-cho,JP,Mary Eiselein
20366-205085,The Walk Kaset Nawamintra,Bangkok,TH,Mary Eiselein
6871-85343,Broadway & Laguna - Burlingame,Burlingame,US,Mary Eiselein
10542-100873,Los Gatos & Hwy 85,Los Gatos,US,Mary Eiselein
848-1792,Bishops Corner,West Hartford,US,Mary Eiselein
2352-7468,Main & Front,Wheaton,US,Mary Eiselein
7310-169926,Mount Hope Avenue,Rochester,US,Mary Eiselein
2384-10478,Oakwood,Oakwood,US,Mary Eiselein
2936-93489,Red Cliffs Dr & St. George Blvd,St. George,US,Mary Eiselein
4671-100371,Jasper Ave & 119 St,Edmonton,CA,Anna Smith
4579-96729,Brava - Davie & Seymour,Vancouver,CA,Anna Smith
4327-1304,Broadway & Granville/Chptrs,Vancouver,CA,Anna Smith
75571-68502,Brock Plaza Hotel - Retail Strip,Niagara Falls,CA,Anna Smith
15928-162584,Kingston Road & Main,Toronto,CA,Anna Smith
4061-140806,Notre Dame & St-Laurent,Montreal,CA,Anna Smith
12588-97821,Manchester Arndale - Lower Ex Court,Manchester,GB,Anna Smith
19104-193045,Aomori LOVINA,Aomori,JP,Anna Smith
30070-12772,Takebashi Palaceside,Chiyoda-ku,JP,Anna Smith
22493-221625,SM City Clark,Angeles City,PH,Anna Smith
6163-149845,Head Office,Moscow,RU,Anna Smith
21907-216326,Robinson Bangrak,Bangkok,TH,Anna Smith
74206-24433,Safeway-Danville #1211,Danville,US,Anna Smith
10810-101571,Katella & Los Alamitos,Los Alamitos,US,Anna Smith
47250-256930,Holt & Ramona,Montclair,US,Anna Smith
555-497,Sequoia Station Redwood City,Redwood City,US,Anna Smith
11487-104441,Turner McCall & Riverside,Rome,US,Anna Smith
48164-261724,Cambridge - Hwy 95 and Hwy 65,Cambridge,US,Anna Smith
76441-90372,Super Target Roseville ST-2101,Roseville,US,Anna Smith
21642-212105,Kroger - Holland #907,Holland,US,Anna Smith
11152-104251,"Towers, VA",Roanoke,US,Anna Smith
28520-249846,Teavana - Alderwood Mall,LYNNWOOD,US,Anna Smith
4449-79361,Metropolitan Towers,Vancouver,CA,Jorge Howard
28644-250181,Teavana - Carlingwood,Ottawa,CA,Jorge Howard
4309-1664,York & Adelaide,Toronto,CA,Jorge Howard
40910-77361,Potsdamer Arkaden,BERLIN,DE,Jorge Howard
17548-183076,Byward Street,London,GB,Jorge Howard
33729-79003,All Season Place,Patumwan,TH,Jorge Howard
47409-258147,Wufu Zhonghua,Kaohsiung City,TW,Jorge Howard
5543-1657,Las Trampas & Danville Blvd,Alamo,US,Jorge Howard
6752-75820,Foothill & Spruce,Rancho Cucamonga,US,Jorge Howard
6906-83643,10th Street & 47th Ave-Greeley,Greeley,US,Jorge Howard
8509-177984,A1A & Palm Valley Ponte Vedra,Ponte Vedra,US,Jorge Howard
20083-195684,Lorain,Lorain,US,Jorge Howard
442-15,Tanasbourne,Aloha,US,Jorge Howard
779-1583,18th & Market,Philadelphia,US,Jorge Howard
8370-13012,Nipper's Corner,Nashville,US,Jorge Howard
27532-243991,Target Fort Worth T-2754,Fort Worth,US,Jorge Howard
24217-233568,Kroger - Tabb #555,Tabb,US,Jorge Howard
29695-254869,Lakai,Thành Phố Hồ Chí Minh,VN,Jorge Howard
79575-106737,Safeway - Powell River #182,Powell River,CA,Sheryl Starr
22373-199293,UBC @ University Boulevard New Book,Vancouver,CA,Sheryl Starr
4083-140788,Germain des Pres & Laurier,Quebec,CA,Sheryl Starr
20751-207746,Nice etoile,nice,FR,Sheryl Starr
20449-205548,SPA,MEXICO,MX,Sheryl Starr
48876-265646,Ampang DT,Kuala Lumpur,MY,Sheryl Starr
48223-262305,Kista Galleria,Kista,SE,Sheryl Starr
33724-54539,Empire Tower,Sathorn,TH,Sheryl Starr
11440-104416,Hamilton & Central - Campbell,Campbell,US,Sheryl Starr
79747-136393,Von's - Long Beach #2280,Long Beach,US,Sheryl Starr
5996-52599,Riverside & Fulton,Sherman Oaks,US,Sheryl Starr
74373-82283,Safeway-Lakewood #41,Lakewood,US,Sheryl Starr
76151-93558,Target Brandon T-812,Brandon,US,Sheryl Starr
2259-596,"Ogden & Williams, Downers Grove",Downers Grove,US,Sheryl Starr
261-1482,Cherry Ln & Meadow Rd - Northbrook,Northbrook,US,Sheryl Starr
2765-92704,North Shore Mall,Peabody,US,Sheryl Starr
19138-186949,MGM Resorts Retail @ Mandarin Hotel,Las Vegas,US,Sheryl Starr
11696-105034,Beechmont & Hamblen,Cincinnati,US,Sheryl Starr
28128-249189,Greater Columbus Convention Center,Columbus,US,Sheryl Starr
73188-21449,Albertsons - Tigard #3542,Tigard,US,Sheryl Starr
76423-89061,Target Charlottesville T-1858,Charlottesville,US,Sheryl Starr
21598-212664,Great Neck & Mill Dam,Virginia Beach,US,Sheryl Starr
3300-9280,130th & Aurora,Seattle,US,Sheryl Starr
24196-236564,Erfurt Central Station,Erfurt,DE,Ming Maxwell
15599-157707,Sun City Mall,Cairo,EG,Ming Maxwell
32326-137345,Sannomiya Isogami-dori,Kobe,JP,Ming Maxwell
25676-241986,Cosmopol,Coacalco,MX,Ming Maxwell
19057-198144,a.Mart - Yonghe - 1F,New Taipei City,TW,Ming Maxwell
15680-156024,Target Pleasant Hill T-330,Pleasant Hill,US,Ming Maxwell
19653-173525,Kroger Carrollton #367,Carrollton,US,Ming Maxwell
75133-64500,Southern Illinois U/E-Student Union,Edwardsville,US,Ming Maxwell
28581-249764,Teavana - Woodfield,SCHAUMBURG,US,Ming Maxwell
10452-101025,Lake & Laramie - Wilmette,Wilmette,US,Ming Maxwell
22110-212351,Price Chopper Shrewsbury # 229,Shrewsbury,US,Ming Maxwell
19878-113788,Downtown Crown,Gaithersburg,US,Ming Maxwell
16121-158786,Missouri State University,Springfield,US,Ming Maxwell
8578-82640,N Cedar Bluff & Park West Blvd,Knoxville,US,Ming Maxwell
6228-675,Casa Linda,Dallas,US,Ming Maxwell
13357-107293,I-35 & Walzem,San Antonio,US,Ming Maxwell
25879-242844,Etihad Mall,Dubai,AE,William Silva
22091-205050,300 Taylor Rd,Niagara on the Lake,CA,William Silva
30188-28995,AEON Makuhari,Chiba,JP,William Silva
30341-71203,Venus Fort Family,Koto-ku,JP,William Silva
19358-194607,Mina Tenjin,Fukuoka,JP,William Silva
76918-131629,Target Anaheim T-2421,Anaheim,US,William Silva
72113-5604,Main Store Food Court,Eglin AFB,US,William Silva
8425-38679,San Jose & St. Augustine,Jacksonville,US,William Silva
7384-1592,Newtonville,Newtonville,US,William Silva
47890-259871,Harris Teeter Bowie 324,BOWIE,US,William Silva
21287-208886,Harris Teeter @ Clarksburg #409,Clarksburg,US,William Silva
76896-121294,Super Target Apple Vly South ST-239,Apple Valley,US,William Silva
6543-57999,Rockwell & Northwest Hwy,Oklahoma City,US,William Silva
22657-216286,Giant Eagle MDX McMurray #5104,McMurray,US,William Silva
14912-156110,Randalls San Felipe & Sage #3067,Houston,US,William Silva
354-241,Cordata Village,Bellingham,US,William Silva
19949-196024,Vitacura - Vespucio,Santiago,CL,Eugenia Perez
16072-168164,Grand City,Surabaya,ID,Eugenia Perez
47916-253772,Aomori Nishi Bypass,Aomori,JP,Eugenia Perez
32044-131147,AEON MALL Niigataminami,Niigata,JP,Eugenia Perez
21888-206411,Sierra & Valley,Fontana,US,Eugenia Perez
18449-179546,Ralphs Marina Del Rey #279,Marina Del Rey,US,Eugenia Perez
73592-80260,Albertsons-Ridgecrest #6331,Ridgecrest,US,Eugenia Perez
11465-105235,2nd & F Street,SAN BERNARDINO,US,Eugenia Perez
74347-82291,Safeway-Fort Collins #1552,Fort Collins,US,Eugenia Perez
22364-193144,Trolley Car Café - Disney's Hollywo,Bay Lake,US,Eugenia Perez
10032-95556,Lake Dr & US 190,Covington,US,Eugenia Perez
73958-137652,Roche Bros - Mashpee #117,Mashpee,US,Eugenia Perez
9570-96614,"Concord, Hwy 29",Concord,US,Eugenia Perez
25954-242179,Mebane Oaks Rd & I-85,Mebane,US,Eugenia Perez
9367-96488,S Virginia & Sierra Ctr Pky - Reno,Reno,US,Eugenia Perez
13133-113948,Target Queens Place T-1344,Elmhurst,US,Eugenia Perez
19506-196586,SW 11th Ave & SW Alder St,Portland,US,Eugenia Perez
766-608,Lawrence Park,Broomall,US,Eugenia Perez
6028-138146,York & Bremner,Toronto,CA,Albert Hancock
40422-94806,Gran Via 30,Madrid,ES,Albert Hancock
23817-233151,Robinson Samutprakarn,Samutprakarn,TH,Albert Hancock
31736-112827,Starbucks,Istanbul,TR,Albert Hancock
33303-11460,Tun Hua,Taipei City,TW,Albert Hancock
5737-5556,San Elijo & Birmingham-Cardiff,Cardiff,US,Albert Hancock
76985-136849,Target San Pedro T-2470,San Pedro,US,Albert Hancock
